epoch	 test_loss	 test_acc	 train_loss	 train_acc 	 time_since_begin(without testing)
5	 0.2528170196533203	 92.32	 0.2740135831197103	 91.75666666666666	36.98056077957153
10	 0.14065989227294923	 95.96	 0.15630456301371257	 95.27	73.41352963447571
15	 0.09354800720214844	 97.28	 0.10465395113627116	 96.85	110.47089004516602
20	 0.07746944580078124	 97.72	 0.08498860810597737	 97.40666666666667	147.32391142845154
25	 0.06624914283752441	 97.94	 0.07108357521692912	 97.83166666666666	184.0361452102661
30	 0.06211718883514404	 98.16	 0.06411355587641399	 98.02666666666667	220.99480271339417
35	 0.05159018611907959	 98.24	 0.05279024232228597	 98.34166666666667	257.5800566673279
40	 0.05049616355895996	 98.37	 0.04689945561091105	 98.58166666666666	294.3825476169586
45	 0.0496153299331665	 98.31	 0.04573639014561971	 98.61833333333334	331.12807416915894
50	 0.04691238827705383	 98.4	 0.04042192627588908	 98.75666666666666	367.6362190246582
55	 0.042567016410827635	 98.46	 0.035758371988932294	 98.88166666666666	404.30904960632324
60	 0.04589684805870056	 98.51	 0.03505597596168518	 98.89166666666667	441.3938522338867
65	 0.04173067378997803	 98.57	 0.03179112505912781	 98.995	477.8456428050995
70	 0.041019500112533566	 98.61	 0.027972953112920126	 99.125	514.2794284820557
75	 0.04134642639160156	 98.63	 0.027434976895650227	 99.17833333333333	550.9149217605591
80	 0.04038546905517578	 98.72	 0.02549455207188924	 99.20833333333333	587.260128736496
85	 0.04013755307197571	 98.54	 0.02436304925282796	 99.23166666666667	623.6406095027924
90	 0.03702444877624512	 98.74	 0.02196801505088806	 99.32166666666667	660.2130596637726
95	 0.041191259574890136	 98.76	 0.023384050035476684	 99.26833333333333	696.6621868610382
100	 0.04431094298362732	 98.58	 0.022188422187169394	 99.30666666666667	733.4155824184418
105	 0.03831527922153473	 98.75	 0.018714910252888996	 99.41833333333334	769.6937644481659
110	 0.03650182912349701	 98.74	 0.016558522017796833	 99.51833333333333	806.2983949184418
115	 0.038888787937164306	 98.77	 0.016576209155718485	 99.51666666666667	842.7685580253601
120	 0.0378639904499054	 98.74	 0.014714058566093445	 99.56166666666667	879.3130097389221
125	 0.036123189401626586	 98.86	 0.014846530175209045	 99.56333333333333	915.9563398361206
130	 0.04066698567867279	 98.72	 0.012993287714322408	 99.64833333333333	951.9703714847565
135	 0.03874732069969177	 98.77	 0.013264802702267965	 99.615	988.6252083778381
140	 0.03893604288101196	 98.78	 0.011295543233553569	 99.68	1025.3212985992432
145	 0.03761503953933716	 98.79	 0.010509714301427206	 99.71333333333334	1061.8001954555511
150	 0.04055197496414185	 98.8	 0.009729109120368958	 99.77333333333333	1098.0169639587402
155	 0.04048889284133911	 98.8	 0.009743842673301696	 99.74333333333334	1134.4058940410614
160	 0.03878332591056824	 98.81	 0.009405429140726725	 99.74166666666666	1170.985834121704
165	 0.042461699867248535	 98.85	 0.009016690719127656	 99.75666666666666	1207.52725315094
170	 0.04074034233093262	 98.77	 0.00743361652692159	 99.835	1244.22793507576
175	 0.04117552461624145	 98.79	 0.0071693059722582496	 99.84833333333333	1280.58962059021
180	 0.04298271799087525	 98.81	 0.0073080673694610595	 99.83	1317.1216452121735
185	 0.04354622855186462	 98.85	 0.006087021203835806	 99.88	1353.7327222824097
190	 0.0426604736328125	 98.88	 0.005639500447114309	 99.89	1390.3144817352295
195	 0.04432464504241943	 98.78	 0.006049341897169749	 99.875	1427.0981452465057
200	 0.043036091661453245	 98.87	 0.004712133566538493	 99.92166666666667	1463.4203321933746
205	 0.04342402648925781	 98.82	 0.005246223342418671	 99.89666666666666	1499.820149898529
210	 0.044781993484497074	 98.88	 0.004924868738651275	 99.905	1536.441594839096
215	 0.045916114902496336	 98.83	 0.004921147803465526	 99.9	1573.0927817821503
220	 0.04472460641860962	 98.85	 0.003917261503140132	 99.945	1609.4973278045654
225	 0.04633830637931824	 98.85	 0.0035167477746804554	 99.95166666666667	1646.2974755764008
230	 0.04952260661125183	 98.81	 0.004429485448201497	 99.91	1682.9853239059448
235	 0.04818666353225708	 98.77	 0.004097810937960943	 99.92666666666666	1719.5423851013184
240	 0.049078286266326904	 98.82	 0.0031225963056087493	 99.96333333333334	1756.2676429748535
245	 0.050677991819381714	 98.8	 0.0031261549830436707	 99.96333333333334	1792.5392067432404
250	 0.05101503810882568	 98.8	 0.002695938221613566	 99.975	1829.187076330185
255	 0.048672367000579836	 98.86	 0.0025249672492345175	 99.96666666666667	1865.8422405719757
260	 0.050116386318206786	 98.81	 0.002315781662861506	 99.97666666666667	1902.428791999817
265	 0.05096440486907959	 98.84	 0.002319177665313085	 99.96666666666667	1939.0744025707245
270	 0.05131358485221863	 98.82	 0.002171630136171977	 99.97666666666667	1975.452305316925
275	 0.050711957168579104	 98.88	 0.002330609433849653	 99.95666666666666	2012.0907714366913
280	 0.05260044469833374	 98.83	 0.0019448276539643606	 99.97666666666667	2048.705050468445
285	 0.05166807107925415	 98.83	 0.001992177606622378	 99.98	2085.3317012786865
290	 0.052761269569396974	 98.88	 0.0016539668172597885	 99.97833333333334	2121.7330124378204
295	 0.05359222917556763	 98.78	 0.0017461107820272445	 99.985	2158.3721964359283
300	 0.053628798007965085	 98.84	 0.0013631744851668676	 99.98833333333333	2194.8856427669525
process 0: Training time 2194.886409521103 seconds (with 5 workers)
process 0: total time 3010.894611597061 seconds (with 5 workers)

