epoch	 test_loss	 test_acc	 train_loss	 train_acc 	 time_since_begin(without testing)
5	 0.05299874610900879	 98.28	 0.056697194639841714	 98.235	35.037431955337524
10	 0.042519559144973754	 98.65	 0.033995693874359134	 98.88833333333334	70.03521943092346
15	 0.039209918117523196	 98.81	 0.021433388884862264	 99.335	105.01355314254761
20	 0.04062730011940002	 98.84	 0.016012840644518533	 99.475	139.87967944145203
25	 0.038991692209243776	 98.9	 0.011422942312558491	 99.63333333333334	174.74474024772644
30	 0.04252951272726059	 98.97	 0.007533437915643057	 99.79166666666667	209.42805743217468
35	 0.036261529815196994	 98.98	 0.003948152285814285	 99.92666666666666	244.0869264602661
40	 0.03955672178268432	 99.01	 0.004534124247233073	 99.86666666666666	278.78577852249146
45	 0.03951004214286804	 99.06	 0.0022249570111433667	 99.97833333333334	313.5142343044281
50	 0.041303121834993364	 99.0	 0.001960059689482053	 99.97666666666667	348.40628027915955
55	 0.041811932867765425	 98.93	 0.0015242543886105219	 99.98666666666666	383.0943500995636
60	 0.04413564411997795	 99.03	 0.0014165711720784506	 99.98333333333333	418.038192987442
65	 0.04415472279191017	 98.98	 0.0012433024833599727	 99.98833333333333	453.0310654640198
70	 0.04437590134739876	 99.0	 0.0010491002276539802	 99.99166666666666	487.84876823425293
75	 0.04476089417338371	 99.02	 0.0009043043524026871	 99.99166666666666	522.619882106781
80	 0.047020750856399535	 98.99	 0.0009075508162379264	 99.99	557.3878264427185
85	 0.04680696493387222	 98.98	 0.0007538313671946526	 99.995	592.0964677333832
90	 0.04691211525797844	 98.98	 0.0007262153228123982	 99.99666666666667	626.9482493400574
95	 0.04890091698169708	 98.99	 0.000657530399163564	 99.99666666666667	661.7904987335205
100	 0.048134907537698744	 99.0	 0.0006163897598783176	 99.99833333333333	696.5554702281952
105	 0.0488022007882595	 98.99	 0.0005564080427090327	 100.0	731.5178961753845
110	 0.05009427219033241	 99.02	 0.0005452166135112445	 100.0	766.339640378952
115	 0.05028081122338772	 99.0	 0.000497125186274449	 100.0	801.0437858104706
120	 0.05028820738196373	 98.99	 0.0004629148515562216	 100.0	835.7489166259766
125	 0.05057060729563236	 98.99	 0.00043273657783865927	 100.0	870.5169954299927
130	 0.05141710249483585	 99.01	 0.0004169347253938516	 100.0	905.3185334205627
135	 0.051555682426691056	 98.99	 0.00040337981432676313	 100.0	940.0512471199036
140	 0.05247184058129788	 99.0	 0.0003859521249930064	 100.0	974.7488465309143
145	 0.05184279790222645	 98.98	 0.00037604367981354395	 100.0	1009.6437985897064
150	 0.05295716789960861	 99.0	 0.0003514727652072906	 100.0	1044.388055562973
155	 0.05312713190615177	 98.97	 0.0003355647375186284	 100.0	1079.1707208156586
160	 0.05334052525162697	 99.01	 0.000328196577479442	 99.99833333333333	1113.871263742447
165	 0.05363793121278286	 99.0	 0.00031332838982343675	 100.0	1148.7519581317902
170	 0.05394218359589577	 99.0	 0.0003058852915962537	 100.0	1183.6289367675781
175	 0.054354194062948225	 98.97	 0.00028767105291287106	 100.0	1218.4291372299194
180	 0.05471430974006653	 99.01	 0.0002844990997264783	 100.0	1253.2447667121887
185	 0.05495120006799698	 99.0	 0.00027757232300937176	 100.0	1287.9915370941162
190	 0.05546907861828804	 98.99	 0.0002643847520152728	 100.0	1322.943154335022
195	 0.05504487246870995	 98.99	 0.00025465947911143305	 100.0	1357.8162779808044
200	 0.055346290802955625	 99.01	 0.00024652033423384033	 100.0	1392.6262075901031
205	 0.05564478264451027	 99.02	 0.0002383840019504229	 100.0	1427.3646712303162
210	 0.05601871457695961	 99.0	 0.00023355099769930044	 100.0	1462.1881077289581
215	 0.05615440079569817	 99.01	 0.00022634302116930486	 100.0	1496.9555559158325
220	 0.05644979971051216	 98.99	 0.00022078552804887295	 100.0	1531.7054364681244
225	 0.05631349412798881	 99.03	 0.00021733255510528881	 100.0	1566.5052697658539
230	 0.057270769649744036	 99.01	 0.00021208373482028644	 100.0	1601.4072773456573
235	 0.057600319892168045	 99.03	 0.00020519571316738924	 100.0	1635.9372868537903
240	 0.057452738445997235	 99.0	 0.00019855489345888298	 100.0	1670.7128112316132
245	 0.05737203893661499	 99.0	 0.00019475057025750478	 100.0	1705.4605276584625
250	 0.05765422967672348	 99.0	 0.00019131405912339687	 100.0	1740.2606060504913
255	 0.05780975963771343	 99.04	 0.00018523359758158524	 100.0	1775.0693712234497
260	 0.057821070566773415	 98.99	 0.0001835430295517047	 100.0	1809.8016579151154
265	 0.05808542242050171	 99.02	 0.00017747313852111497	 100.0	1844.6350893974304
270	 0.05850040516257286	 99.03	 0.00017378195797403655	 100.0	1879.4671318531036
275	 0.058512664872407916	 99.01	 0.00016917470941940944	 100.0	1914.3270263671875
280	 0.058551289209723474	 99.01	 0.00016603709186116856	 100.0	1949.0709252357483
285	 0.05894967883825302	 99.0	 0.00016347687107821305	 100.0	1983.8529546260834
290	 0.0592384482383728	 99.01	 0.00015917935284475487	 100.0	2018.7148945331573
295	 0.05938264284133911	 99.02	 0.0001575270670155684	 100.0	2053.502028942108
300	 0.05933070322871208	 98.99	 0.00015438445843756198	 100.0	2088.353019475937
process 0: Training time 2088.353653907776 seconds (with 2 workers)
process 0: total time 2822.5618662834167 seconds (with 2 workers)

