epoch	 test_loss	 test_acc	 train_loss	 train_acc 	 time_since_begin(without testing)
5	 0.05513662557601929	 98.28	 0.058448464012146	 98.17166666666667	44.33066391944885
10	 0.04083665132522583	 98.71	 0.032872566493352254	 98.925	88.10542368888855
15	 0.03488344864845276	 98.88	 0.02114677577018738	 99.35833333333333	131.8112359046936
20	 0.03584335241317749	 98.96	 0.01519987420241038	 99.54166666666667	175.6452431678772
25	 0.03781053717136383	 98.93	 0.009504202075799306	 99.745	219.38537216186523
30	 0.036121565330028534	 98.97	 0.00662302042444547	 99.84	263.29196333885193
35	 0.03614586756229401	 99.03	 0.0038051450649897256	 99.935	307.3108170032501
40	 0.039747636151313784	 98.99	 0.0036983060677846275	 99.93	351.5010166168213
45	 0.03899731444120407	 99.03	 0.0023305345624685288	 99.97	395.3335380554199
50	 0.04141995278596878	 99.02	 0.0020867670287688573	 99.97166666666666	439.21657156944275
55	 0.04169183889627456	 99.01	 0.0016382587562004725	 99.97833333333334	483.01609325408936
60	 0.04303930691480637	 99.03	 0.0013929762204488117	 99.98166666666667	526.7174379825592
65	 0.04413423194885254	 99.03	 0.0012426872124274573	 99.985	570.4713044166565
70	 0.044500250077247616	 99.03	 0.0011061059062679609	 99.98666666666666	614.0483813285828
75	 0.04560487009882927	 99.04	 0.0009465758527318637	 99.99166666666666	657.8999736309052
80	 0.0468885882973671	 98.99	 0.0008925146614511808	 99.99166666666666	701.9611341953278
85	 0.0470236035823822	 99.01	 0.0007786583955089251	 99.99666666666667	746.0422325134277
90	 0.047707067215442656	 99.04	 0.0007070390477776527	 99.99666666666667	789.7569329738617
95	 0.048676161748170854	 99.03	 0.0006696820378303528	 99.99666666666667	833.6714379787445
100	 0.04800625779032707	 99.06	 0.0006409502406915029	 99.99666666666667	877.5717260837555
105	 0.04921515354514122	 99.03	 0.000587268475194772	 100.0	921.6699378490448
110	 0.049647529751062396	 99.06	 0.0005360098414123059	 99.99833333333333	965.8412473201752
115	 0.050493942159414294	 99.04	 0.000525616725285848	 99.99833333333333	1009.7968263626099
120	 0.050588235980272296	 99.06	 0.0004828729887803396	 100.0	1053.6211903095245
125	 0.05076457312703132	 99.05	 0.0004526206019024054	 100.0	1097.4910361766815
130	 0.05154195810556412	 99.04	 0.00043521417205532394	 100.0	1141.40558218956
135	 0.052061364835500716	 99.04	 0.0004114648548265298	 100.0	1185.30349111557
140	 0.05247790797650814	 99.02	 0.00039795516555507976	 100.0	1229.0861177444458
145	 0.05223539602160454	 99.02	 0.00038482835441827775	 100.0	1272.8706874847412
150	 0.052934538632631305	 99.03	 0.00035977398132284484	 100.0	1316.1726522445679
155	 0.05348860617876053	 99.02	 0.0003547454538444678	 100.0	1359.971144914627
160	 0.05367382425367832	 99.02	 0.00033806128775080047	 100.0	1404.0512928962708
165	 0.05386782603263855	 99.02	 0.0003245474596818288	 100.0	1448.1082854270935
170	 0.05410114988088608	 99.03	 0.00031498274306456246	 100.0	1492.200170993805
175	 0.05445406166315079	 99.04	 0.0002954919174313545	 100.0	1536.4490630626678
180	 0.05495371510386467	 99.03	 0.000287323493262132	 100.0	1580.3871052265167
185	 0.055208424451947215	 99.04	 0.00027981883535782494	 100.0	1624.4985077381134
190	 0.05550194670557976	 99.03	 0.00026911031727989515	 100.0	1668.3517043590546
195	 0.05512193167209625	 99.05	 0.0002632440152267615	 100.0	1712.4500660896301
200	 0.05553642632067204	 99.05	 0.00025859711579978464	 100.0	1756.4642090797424
205	 0.055962527987360955	 99.02	 0.0002448985462387403	 100.0	1800.5851254463196
210	 0.05624170336425304	 99.05	 0.00024389665350317956	 100.0	1844.5654487609863
215	 0.056332307893037795	 99.05	 0.00023306325450539589	 100.0	1887.9877858161926
220	 0.05675138121843338	 99.05	 0.00022636148408055305	 100.0	1931.890860080719
225	 0.056831825932860375	 99.04	 0.00022288916669785977	 100.0	1976.9171693325043
230	 0.05729613033235073	 99.01	 0.00021915571950376035	 100.0	2021.2235054969788
235	 0.05758513145744801	 99.02	 0.0002136817865073681	 100.0	2065.0985894203186
240	 0.05741432567834854	 99.04	 0.00020509053965409596	 100.0	2109.270466566086
245	 0.0576603834927082	 99.02	 0.00019835586696863175	 100.0	2153.243761062622
250	 0.05788798999786377	 99.02	 0.00019343172733982404	 100.0	2197.744418859482
255	 0.058135928931832316	 99.03	 0.00019072692630191644	 100.0	2241.8141956329346
260	 0.05808438274562359	 99.04	 0.00018940318189561366	 100.0	2286.2231583595276
265	 0.05841861153542995	 99.03	 0.00018189171999692918	 100.0	2330.0654351711273
270	 0.05882410552501678	 99.03	 0.00017755417115986348	 100.0	2373.804522752762
275	 0.05881937710642814	 99.05	 0.00017337377568085987	 100.0	2417.6090931892395
280	 0.05898767360448837	 99.04	 0.00017043953152994315	 100.0	2461.6211247444153
285	 0.059247894591093066	 99.01	 0.00016593051552772522	 100.0	2505.47616147995
290	 0.059513575020432474	 99.03	 0.00016269465101261934	 100.0	2549.0846939086914
295	 0.059703692814707755	 99.03	 0.0001603983039657275	 100.0	2593.1708047389984
300	 0.059699511992931366	 99.02	 0.00015802407997349898	 100.0	2637.3864011764526
process 0: Training time 2637.387028694153 seconds (with 2 workers)
process 0: total time 3367.65043258667 seconds (with 2 workers)

