epoch 	 norm_x_xexact 	 function_gap 	 time_since_begin(without testing)
0	0.7055656313896179	0.8374592661857605	0.0001933574676513672
1	0.50184565782547	0.4618130326271057	0.22381854057312012
2	0.3978292942047119	0.32855528593063354	0.4447031021118164
3	0.324594646692276	0.2503858506679535	0.6653282642364502
4	0.2681508958339691	0.2013593167066574	0.892570972442627
5	0.2223552167415619	0.1657426357269287	1.1153452396392822
6	0.1837054342031479	0.13816103339195251	1.340510368347168
7	0.15200462937355042	0.11951478570699692	1.5656723976135254
8	0.1246563047170639	0.10245374590158463	1.7856285572052002
9	0.10271075367927551	0.09143024682998657	2.0070085525512695
10	0.08475923538208008	0.08200126141309738	2.2292349338531494
11	0.07116181403398514	0.07508547604084015	2.4522042274475098
12	0.06067967042326927	0.06911420822143555	2.679283380508423
13	0.053177133202552795	0.06474681943655014	2.904209613800049
14	0.047631312161684036	0.060568779706954956	3.1291589736938477
15	0.04397514835000038	0.0583488754928112	3.3542990684509277
16	0.04122431203722954	0.05624614283442497	3.576218843460083
17	0.03939126059412956	0.054353248327970505	3.8033299446105957
18	0.03814278170466423	0.053200364112854004	4.028584003448486
19	0.03665747493505478	0.05152729153633118	4.257848739624023
20	0.03592682629823685	0.05045587942004204	4.4817259311676025
21	0.03494090959429741	0.049363452941179276	4.705256223678589
22	0.03401479125022888	0.04807882755994797	4.928603887557983
23	0.03313826769590378	0.04666117951273918	5.14959979057312
24	0.031008923426270485	0.043511323630809784	5.371253252029419
25	0.028061630204319954	0.03947178274393082	5.595333099365234
26	0.025616426020860672	0.036032479256391525	5.81812310218811
27	0.023623019456863403	0.033199381083250046	6.039994478225708
28	0.021799849346280098	0.0306717399507761	6.261270523071289
29	0.02042504958808422	0.028758589178323746	6.483474254608154
30	0.019126232713460922	0.026947781443595886	6.70679497718811
31	0.01797134429216385	0.025205647572875023	6.931987524032593
32	0.016929056495428085	0.02392357774078846	7.156374216079712
33	0.015936002135276794	0.022581931203603745	7.380454063415527
34	0.015208924189209938	0.021484307944774628	7.604067325592041
35	0.014439503662288189	0.020350610837340355	7.828593969345093
36	0.013758886605501175	0.01930444873869419	8.054336547851562
37	0.013252777978777885	0.018642285838723183	8.27802062034607
38	0.012674345634877682	0.017957646399736404	8.502477169036865
39	0.012140534818172455	0.017094824463129044	8.726608037948608
40	0.011724816635251045	0.01657992973923683	8.95060682296753
41	0.01135986391454935	0.01594954915344715	9.171106100082397
42	0.010937640443444252	0.015426862053573132	9.394596576690674
43	0.010591456666588783	0.014914952218532562	9.615729808807373
44	0.010388105176389217	0.014744159765541553	9.84129548072815
45	0.010026841424405575	0.014146821573376656	10.065827369689941
46	0.00964974146336317	0.013606376945972443	10.288379192352295
47	0.009530219249427319	0.013493148609995842	10.510051727294922
48	0.00924724992364645	0.013153180480003357	10.73195195198059
49	0.009001384489238262	0.012650859542191029	10.954930067062378
50	0.008793818764388561	0.012438200414180756	11.178194046020508
51	0.008680770173668861	0.012277591042220592	11.401897668838501
52	0.00846673920750618	0.012096095830202103	11.622937440872192
53	0.008225423283874989	0.01168929971754551	11.84427547454834
54	0.008104265667498112	0.011564357206225395	12.069645643234253
55	0.007906264625489712	0.011179404333233833	12.29386591911316
56	0.0076647126115858555	0.01076884288340807	12.516906976699829
57	0.007532181683927774	0.010676386766135693	12.74304747581482
58	0.007407566998153925	0.01052295695990324	12.965531826019287
59	0.007280233781784773	0.01032490748912096	13.19103479385376
60	0.007101594470441341	0.010052223689854145	13.418227434158325
61	0.006971858441829681	0.009835978038609028	13.643010377883911
62	0.006870466750115156	0.009759086184203625	13.86844539642334
63	0.006775356829166412	0.009561426006257534	14.091982364654541
64	0.006576678715646267	0.00933429878205061	14.317955493927002
65	0.006553491111844778	0.009318023920059204	14.540577411651611
66	0.006341152358800173	0.00894795823842287	14.762598514556885
67	0.006329741794615984	0.009011564776301384	14.984640121459961
68	0.0062027121894061565	0.00881790928542614	15.211329221725464
69	0.006097154226154089	0.008659102022647858	15.43462586402893
70	0.006043596658855677	0.008581015281379223	15.65733289718628
71	0.005943736061453819	0.008455858565866947	15.882654905319214
72	0.005846503656357527	0.008272172883152962	16.106599807739258
73	0.0057316855527460575	0.008039242587983608	16.328640460968018
74	0.005693467333912849	0.008097469806671143	16.550381183624268
75	0.005587405990809202	0.007964839227497578	16.775885820388794
76	0.005544019863009453	0.00784154050052166	16.99692463874817
77	0.00547697814181447	0.007706918753683567	17.22220754623413
78	0.005407904740422964	0.007662599440664053	17.44212031364441
79	0.005367343779653311	0.007687377743422985	17.667371034622192
80	0.0052451156079769135	0.007385986857116222	17.89392113685608
81	0.005191815085709095	0.007371853105723858	18.117907524108887
82	0.005135891959071159	0.007245325483381748	18.339055061340332
83	0.005007066298276186	0.0071154870092868805	18.563589334487915
84	0.005010435823351145	0.007138792425394058	18.78320050239563
85	0.004926831461489201	0.0069933184422552586	19.006835460662842
86	0.004847360774874687	0.00684098806232214	19.231688737869263
87	0.004873801488429308	0.00689257588237524	19.454491138458252
88	0.004792388994246721	0.006833481602370739	19.676894903182983
89	0.0047621275298297405	0.00677973497658968	19.903313875198364
90	0.004662582650780678	0.006625893525779247	20.124979972839355
91	0.0046332115307450294	0.006580556742846966	20.347763538360596
92	0.004573811311274767	0.006503230892121792	20.5696382522583
93	0.004557584412395954	0.0064424485899508	20.798083782196045
94	0.004473459906876087	0.006341258529573679	21.02177405357361
95	0.004428154788911343	0.006318329367786646	21.245885133743286
96	0.004378279205411673	0.006205630023032427	21.468517541885376
