epoch	 test_loss	 test_acc	 train_loss	 train_acc 	 time_since_begin(without testing)
0	 2.8333557739257813	 12.72	 2.8272327962239583	 12.376666666666667	0.00011038780212402344
1	 2.0312695678710937	 43.21	 2.0395342020670575	 43.37833333333333	1.4719617366790771
2	 1.6093510375976563	 59.79	 1.6241318603515627	 59.376666666666665	2.953118085861206
3	 1.3445322143554688	 69.5	 1.3626037170410155	 68.57666666666667	4.426351308822632
4	 1.1763926269531249	 74.98	 1.195874966430664	 74.14	5.895937204360962
5	 1.0650092651367187	 78.26	 1.0853517608642578	 77.365	7.3690407276153564
6	 0.9868382385253907	 80.55	 1.0076951721191407	 79.75333333333333	8.837122440338135
7	 0.9299174560546875	 82.18	 0.9509338368733724	 81.25833333333334	10.305597305297852
8	 0.8878064117431641	 83.3	 0.9084957483927409	 82.46333333333334	11.776615619659424
9	 0.8544573883056641	 84.11	 0.8751542002360027	 83.36	13.247127771377563
10	 0.8279828155517579	 84.74	 0.8486517003377279	 83.95166666666667	14.816428661346436
11	 0.8070626129150391	 85.18	 0.8272615549723308	 84.45833333333333	16.286319494247437
12	 0.7892300323486329	 85.65	 0.8091918655395508	 84.905	17.76667618751526
13	 0.7744082000732422	 85.98	 0.7938881479899088	 85.28833333333333	19.237637758255005
14	 0.7614379821777344	 86.41	 0.7806865997314454	 85.67666666666666	20.714043855667114
15	 0.750174772644043	 86.76	 0.7693290033976237	 86.01	22.190321922302246
16	 0.7401542221069336	 86.92	 0.7590971842447917	 86.265	23.657127141952515
17	 0.7311696807861328	 87.16	 0.7499108957926433	 86.495	25.127792596817017
18	 0.7227648788452148	 87.29	 0.7416784230550131	 86.685	26.599024772644043
19	 0.7158085815429687	 87.45	 0.7341248092651367	 86.82	28.06949496269226
20	 0.7087580032348633	 87.58	 0.7273362584431966	 86.995	29.54317545890808
25	 0.6819782318115235	 88.23	 0.6993680465698242	 87.70666666666666	36.902968883514404
30	 0.6615156875610352	 88.69	 0.6783295496622721	 88.20833333333333	44.22192144393921
35	 0.644755955505371	 89.02	 0.6613005180358886	 88.555	51.68270659446716
40	 0.6315166290283203	 89.28	 0.6474604314168295	 88.81666666666666	58.997140645980835
45	 0.6201910842895508	 89.53	 0.6355222501118978	 89.09	66.3501627445221
50	 0.6102009719848633	 89.82	 0.6252055297851562	 89.30166666666666	73.67864036560059
55	 0.6013360946655273	 89.89	 0.616027153523763	 89.48833333333333	81.00866341590881
60	 0.5931365478515624	 90.07	 0.6077638603210449	 89.63333333333334	88.45136761665344
65	 0.5856527786254883	 90.12	 0.6003034746805826	 89.75666666666666	95.7658429145813
70	 0.5787506591796875	 90.3	 0.5934905937194824	 89.86	103.12786555290222
75	 0.5728755950927734	 90.35	 0.5873269030253092	 90.01	110.44117474555969
80	 0.567112158203125	 90.39	 0.5815393801371257	 90.05333333333333	117.78780722618103
85	 0.5618872024536132	 90.55	 0.576195617167155	 90.165	125.19694828987122
90	 0.5568284957885743	 90.6	 0.5712759890238444	 90.22666666666667	132.52942943572998
95	 0.5523452590942383	 90.66	 0.5666718083699545	 90.255	139.92687106132507
100	 0.5479787689208985	 90.69	 0.5623366350809733	 90.33666666666667	147.2460582256317
105	 0.5440203613281249	 90.75	 0.5581679664611816	 90.37833333333333	154.8814299106598
110	 0.5399488525390626	 90.74	 0.5544267130533854	 90.435	162.1961476802826
115	 0.5363433776855469	 90.84	 0.550833773803711	 90.49833333333333	169.5463695526123
120	 0.532774642944336	 90.92	 0.5473576108296713	 90.54	176.8569793701172
125	 0.5300760025024414	 91.0	 0.5441618268330892	 90.60833333333333	184.20027232170105
130	 0.5268611068725586	 91.0	 0.5410815757751465	 90.63166666666666	191.61454391479492
135	 0.5242263336181641	 91.05	 0.5382058420817057	 90.63	198.9331715106964
140	 0.5212562576293945	 91.08	 0.5352655990600586	 90.66833333333334	206.2926003932953
145	 0.5189146087646485	 91.05	 0.5325511497497559	 90.695	213.59890365600586
150	 0.5163833007812499	 91.12	 0.5299733734130859	 90.73833333333333	220.91977834701538
155	 0.5140440246582031	 91.09	 0.527506913503011	 90.74333333333334	228.31835842132568
160	 0.5115146728515625	 91.25	 0.5250753690083821	 90.77666666666667	235.661954164505
165	 0.5093266006469727	 91.29	 0.5228241322835286	 90.79	242.97953701019287
170	 0.5070906448364257	 91.27	 0.5205850423177083	 90.815	250.39496684074402
175	 0.5051782356262207	 91.31	 0.5184268526713053	 90.82833333333333	257.7159335613251
180	 0.5032559478759766	 91.29	 0.5165279169718424	 90.84333333333333	265.0252649784088
185	 0.5014024185180663	 91.32	 0.5146130137125651	 90.86833333333334	272.392208814621
190	 0.49971242828369145	 91.41	 0.5127452504475911	 90.91666666666667	279.7095787525177
195	 0.49799917678833006	 91.32	 0.5109929496765137	 90.88666666666667	287.1466634273529
200	 0.49628152008056636	 91.37	 0.509351944732666	 90.92666666666666	294.460077047348
205	 0.494582064819336	 91.34	 0.5077043731689453	 90.93	301.78748202323914
210	 0.4930674972534179	 91.33	 0.5061366622924804	 90.945	309.13247179985046
215	 0.49182860260009764	 91.42	 0.504632408396403	 90.95666666666666	316.4462957382202
220	 0.4901820037841797	 91.34	 0.5032353729248047	 90.96833333333333	323.88897681236267
225	 0.4888532379150391	 91.39	 0.5018083531697591	 90.965	331.19865441322327
230	 0.48760694427490237	 91.34	 0.5004837776184082	 90.98333333333333	338.547874212265
235	 0.4862419662475586	 91.38	 0.49918180567423504	 90.995	345.85565423965454
240	 0.4851824806213379	 91.36	 0.49805634918212893	 91.01833333333333	353.1951539516449
